DecisionTimeMs,DelayMs,StimType1st,StimType2nd,StimPos1st,StimPos2nd,KeyPressed,Correct
425,100,snake,banana,deg15,deg-15,Right,True
409,100,banana,snake,deg15,deg-15,Right,True
465,50,spider,apple,deg15,deg-15,Right,True
410,25,apple,spider,deg-15,deg15,Left,True
711,25,snake,apple,deg-15,deg15,Left,True
406,50,apple,snake,deg15,deg-15,Right,True
478,50,spider,banana,deg15,deg-15,Right,True
856,0,banana,spider,deg15,deg-15,Right,True
643,25,banana,snake,deg15,deg-15,Right,True
500,50,apple,snake,deg-15,deg15,Left,True
444,100,banana,spider,deg-15,deg15,Left,True
694,0,snake,banana,deg15,deg-15,Left,True
477,50,spider,banana,deg15,deg-15,Left,False
446,100,apple,snake,deg15,deg-15,Right,True
589,25,banana,snake,deg15,deg-15,Right,True
479,100,banana,spider,deg15,deg-15,Right,True
889,50,banana,spider,deg-15,deg15,Left,True
444,100,spider,banana,deg-15,deg15,Left,True
480,100,apple,snake,deg-15,deg15,Left,True
799,50,banana,snake,deg-15,deg15,Left,True
553,0,spider,apple,deg-15,deg15,Left,True
589,0,snake,banana,deg-15,deg15,Left,True
764,50,spider,banana,deg-15,deg15,Left,True
538,0,snake,banana,deg-15,deg15,Left,True
552,25,spider,apple,deg15,deg-15,Right,True
1673,25,banana,spider,deg-15,deg15,Left,True
570,100,banana,snake,deg15,deg-15,Right,True
460,100,apple,snake,deg-15,deg15,Left,True
425,100,snake,apple,deg15,deg-15,Right,True
658,50,spider,apple,deg15,deg-15,Right,True
479,100,spider,banana,deg-15,deg15,Left,True
464,50,banana,spider,deg-15,deg15,Left,True
820,0,snake,banana,deg-15,deg15,Left,True
659,50,snake,apple,deg15,deg-15,Left,False
586,50,banana,snake,deg-15,deg15,Left,True
535,100,snake,banana,deg-15,deg15,Left,True
554,100,snake,banana,deg-15,deg15,Left,True
927,25,apple,snake,deg-15,deg15,Left,True
1284,100,spider,apple,deg-15,deg15,Right,False
571,50,apple,snake,deg-15,deg15,Left,True
836,0,snake,apple,deg15,deg-15,Left,True
534,100,apple,snake,deg-15,deg15,Left,True
872,25,spider,banana,deg15,deg-15,Right,True
662,0,snake,apple,deg-15,deg15,Left,True
661,50,snake,apple,deg-15,deg15,Left,True
656,50,banana,snake,deg-15,deg15,Left,True
642,100,spider,apple,deg-15,deg15,Left,True
1532,50,snake,banana,deg15,deg-15,Right,True
604,100,apple,spider,deg15,deg-15,Right,True
751,100,banana,spider,deg-15,deg15,Left,True
514,0,spider,apple,deg15,deg-15,Left,True
675,25,apple,snake,deg15,deg-15,Left,False
536,0,snake,apple,deg15,deg-15,Right,True
922,0,banana,snake,deg-15,deg15,Right,True
1243,100,spider,apple,deg15,deg-15,Right,True
569,100,snake,apple,deg-15,deg15,Left,True
657,25,banana,snake,deg-15,deg15,Left,True
730,50,banana,spider,deg-15,deg15,Left,True
478,100,snake,banana,deg-15,deg15,Left,True
978,50,apple,spider,deg15,deg-15,Right,True
482,100,apple,spider,deg15,deg-15,Right,True
535,25,apple,snake,deg-15,deg15,Left,True
551,25,spider,apple,deg15,deg-15,Left,False
943,25,banana,spider,deg-15,deg15,Right,False
606,50,banana,snake,deg-15,deg15,Left,True
550,100,snake,apple,deg-15,deg15,Left,True
1048,50,banana,snake,deg15,deg-15,Left,False
1047,25,snake,apple,deg-15,deg15,Left,True
1102,0,spider,banana,deg15,deg-15,Right,True
1101,25,spider,apple,deg15,deg-15,Right,True
535,0,banana,spider,deg-15,deg15,Left,True
623,0,apple,snake,deg-15,deg15,Left,True
713,25,snake,apple,deg15,deg-15,Right,True
588,50,apple,spider,deg15,deg-15,Right,True
660,25,spider,apple,deg15,deg-15,Right,True
586,50,spider,apple,deg-15,deg15,Left,True
620,50,spider,apple,deg-15,deg15,Left,True
676,25,banana,spider,deg15,deg-15,Left,False
586,100,banana,spider,deg15,deg-15,Right,True
533,100,banana,snake,deg-15,deg15,Left,True
627,25,spider,apple,deg15,deg-15,Right,True
549,50,apple,snake,deg15,deg-15,Right,True
445,100,banana,spider,deg15,deg-15,Right,True
499,100,apple,spider,deg15,deg-15,Right,True
552,50,snake,apple,deg-15,deg15,Left,True
445,100,spider,apple,deg15,deg-15,Right,True
572,50,apple,spider,deg-15,deg15,Left,True
479,100,spider,banana,deg15,deg-15,Right,True
765,25,snake,banana,deg15,deg-15,Right,True
477,0,spider,banana,deg-15,deg15,Left,True
500,100,spider,apple,deg-15,deg15,Left,True
516,0,snake,apple,deg-15,deg15,Left,True
573,25,apple,snake,deg-15,deg15,Left,True
481,100,spider,banana,deg15,deg-15,Right,True
747,0,snake,apple,deg15,deg-15,Right,True
728,50,snake,apple,deg15,deg-15,Right,True
1014,25,spider,apple,deg-15,deg15,Left,True
426,100,apple,spider,deg15,deg-15,Right,True
658,50,spider,banana,deg-15,deg15,Right,False
426,25,snake,apple,deg-15,deg15,Left,True
