DecisionTimeMs,DelayMs,StimType1st,StimType2nd,StimPos1st,StimPos2nd,KeyPressed,Correct
652,100,spider,apple,deg15,deg-15,Right,False
984,50,spider,apple,deg15,deg-15,Right,False
1505,0,apple,snake,deg15,deg-15,Right,True
1664,50,apple,snake,deg15,deg-15,Right,False
838,0,spider,apple,deg15,deg-15,Left,True
839,25,apple,snake,deg15,deg-15,Right,False
1217,50,banana,spider,deg15,deg-15,Right,False
652,100,banana,spider,deg-15,deg15,Left,False
1346,25,banana,spider,deg15,deg-15,Left,True
667,0,banana,snake,deg15,deg-15,Left,True
693,100,banana,snake,deg-15,deg15,Left,False
984,0,apple,snake,deg-15,deg15,Right,True
3304,100,apple,spider,deg-15,deg15,Right,True
1749,50,banana,spider,deg15,deg-15,Left,True
1027,25,apple,spider,deg-15,deg15,Right,True
1704,25,snake,banana,deg15,deg-15,Left,True
1305,0,banana,spider,deg-15,deg15,Left,True
610,100,apple,snake,deg-15,deg15,Left,False
870,50,banana,snake,deg15,deg-15,Right,False
753,50,spider,apple,deg15,deg-15,Right,False
593,100,spider,apple,deg-15,deg15,Left,False
1346,25,snake,apple,deg-15,deg15,Left,False
3808,50,spider,apple,deg-15,deg15,Left,False
1898,25,banana,snake,deg15,deg-15,Left,True
696,100,spider,apple,deg15,deg-15,Right,False
855,50,apple,snake,deg-15,deg15,Left,False
737,100,spider,banana,deg15,deg-15,Right,False
912,50,banana,snake,deg15,deg-15,Right,False
1202,25,apple,spider,deg15,deg-15,Right,False
1347,25,banana,snake,deg-15,deg15,Left,False
785,100,snake,banana,deg15,deg-15,Right,False
625,50,snake,banana,deg15,deg-15,Right,False
1564,0,banana,spider,deg-15,deg15,Right,True
2765,25,apple,snake,deg-15,deg15,Left,False
665,50,apple,snake,deg15,deg-15,Right,False
665,100,spider,apple,deg-15,deg15,Left,False
811,50,banana,spider,deg15,deg-15,Right,False
7428,25,spider,apple,deg15,deg-15,Left,True
1693,0,snake,banana,deg15,deg-15,Left,True
624,100,spider,banana,deg15,deg-15,Right,False
3226,25,apple,snake,deg15,deg-15,Left,True
637,50,snake,apple,deg15,deg-15,Right,False
552,50,snake,banana,deg-15,deg15,Left,False
739,25,snake,apple,deg15,deg-15,Left,True
548,50,banana,snake,deg-15,deg15,Left,False
723,25,spider,apple,deg15,deg-15,Left,True
663,50,banana,snake,deg-15,deg15,Left,False
838,50,banana,spider,deg-15,deg15,Right,True
824,50,apple,spider,deg15,deg-15,Right,False
726,50,snake,apple,deg15,deg-15,Right,False
943,50,apple,spider,deg15,deg-15,Left,True
2129,50,banana,spider,deg15,deg-15,Right,False
1245,25,apple,snake,deg-15,deg15,Left,False
1185,25,banana,spider,deg15,deg-15,Right,False
1085,25,spider,banana,deg15,deg-15,Right,False
2239,25,apple,spider,deg-15,deg15,Right,True
899,50,apple,snake,deg-15,deg15,Left,False
1806,100,spider,apple,deg-15,deg15,Right,True
2182,100,apple,snake,deg-15,deg15,Left,False
839,50,banana,snake,deg-15,deg15,Left,False
2232,25,spider,banana,deg15,deg-15,Right,False
1406,25,apple,snake,deg-15,deg15,Left,False
14951,50,banana,snake,deg15,deg-15,Left,True
663,25,banana,snake,deg-15,deg15,Left,False
1161,0,apple,snake,deg15,deg-15,Left,True
901,0,apple,spider,deg-15,deg15,Right,True
713,25,snake,apple,deg-15,deg15,Left,False
739,100,banana,snake,deg-15,deg15,Left,False
