DecisionTimeMs,DelayMs,StimType1st,StimType2nd,StimPos1st,StimPos2nd,KeyPressed,Correct
672,0,apple,spider,deg-15,deg15,Left,True
955,100,snake,banana,deg15,deg-15,Right,False
683,100,snake,apple,deg15,deg-15,Right,False
837,50,apple,snake,deg15,deg-15,Right,False
563,50,snake,banana,deg15,deg-15,Right,False
622,100,snake,banana,deg15,deg-15,Right,False
878,50,banana,spider,deg15,deg-15,Right,False
2631,25,banana,spider,deg-15,deg15,Left,False
1688,25,apple,spider,deg-15,deg15,Left,False
687,50,banana,spider,deg-15,deg15,Left,False
577,25,spider,banana,deg15,deg-15,Left,True
861,0,spider,apple,deg15,deg-15,Left,True
1350,25,spider,banana,deg-15,deg15,Left,False
624,50,apple,spider,deg-15,deg15,Left,False
793,50,snake,banana,deg15,deg-15,Right,False
1370,25,apple,spider,deg15,deg-15,Right,False
594,50,banana,snake,deg15,deg-15,Right,False
1013,25,banana,snake,deg15,deg-15,Right,False
686,100,apple,snake,deg-15,deg15,Left,False
1357,100,spider,banana,deg15,deg-15,Left,True
734,50,spider,banana,deg15,deg-15,Left,True
704,25,snake,banana,deg15,deg-15,Left,True
1286,100,spider,banana,deg15,deg-15,Right,False
866,50,apple,spider,deg-15,deg15,Left,False
615,100,banana,snake,deg-15,deg15,Left,False
763,50,banana,snake,deg15,deg-15,Right,False
533,50,banana,spider,deg-15,deg15,Left,False
578,100,banana,spider,deg-15,deg15,Left,False
1008,0,snake,banana,deg-15,deg15,Left,True
1289,25,spider,apple,deg-15,deg15,Left,False
687,25,apple,spider,deg15,deg-15,Left,True
1029,0,spider,banana,deg15,deg-15,Left,True
5182,50,snake,banana,deg15,deg-15,Left,True
638,100,banana,snake,deg-15,deg15,Left,False
533,50,spider,apple,deg-15,deg15,Left,False
523,100,apple,spider,deg-15,deg15,Left,False
889,100,spider,apple,deg15,deg-15,Right,False
1094,25,snake,apple,deg15,deg-15,Left,True
1706,100,apple,spider,deg15,deg-15,Right,False
889,25,apple,spider,deg-15,deg15,Left,False
968,100,spider,apple,deg15,deg-15,Right,False
703,100,banana,snake,deg-15,deg15,Left,False
599,100,apple,spider,deg-15,deg15,Left,False
682,100,apple,snake,deg15,deg-15,Right,False
713,100,apple,snake,deg-15,deg15,Left,False
842,100,spider,banana,deg-15,deg15,Left,False
1498,25,spider,banana,deg-15,deg15,Left,False
757,25,spider,apple,deg-15,deg15,Left,False
725,100,spider,banana,deg-15,deg15,Left,False
1666,50,spider,apple,deg15,deg-15,Left,True
683,100,apple,spider,deg15,deg-15,Right,False
934,25,apple,spider,deg15,deg-15,Right,False
1197,50,snake,banana,deg-15,deg15,Left,False
756,100,apple,snake,deg15,deg-15,Right,False
724,50,banana,spider,deg15,deg-15,Right,False
667,100,snake,banana,deg15,deg-15,Right,False
865,100,spider,banana,deg-15,deg15,Left,False
657,50,spider,banana,deg15,deg-15,Left,True
1106,0,snake,apple,deg-15,deg15,Left,True
795,50,banana,snake,deg-15,deg15,Left,False
1022,50,banana,spider,deg-15,deg15,Left,False
4131,100,apple,spider,deg15,deg-15,Left,True
955,100,banana,spider,deg-15,deg15,Left,False
513,50,snake,apple,deg-15,deg15,Left,False
710,25,banana,snake,deg-15,deg15,Left,False
644,100,apple,snake,deg15,deg-15,Right,False
504,100,apple,spider,deg15,deg-15,Right,False
713,50,spider,banana,deg15,deg-15,Right,False
