DecisionTimeMs,DelayMs,StimType1st,StimType2nd,StimPos1st,StimPos2nd,KeyPressed,Correct
1171,100,apple,snake,deg15,deg-15,H,True
1206,25,banana,snake,deg-15,deg15,G,False
1102,100,apple,snake,deg-15,deg15,H,True
1594,25,apple,spider,deg15,deg-15,H,True
855,100,snake,apple,deg-15,deg15,G,True
819,100,spider,banana,deg15,deg-15,G,True
783,0,apple,spider,deg-15,deg15,G,True
1103,50,banana,spider,deg-15,deg15,G,False
745,50,snake,apple,deg15,deg-15,G,True
1701,25,spider,apple,deg-15,deg15,H,False
925,25,spider,apple,deg-15,deg15,G,True
1028,25,snake,banana,deg-15,deg15,G,True
779,50,spider,banana,deg15,deg-15,G,True
1243,50,apple,spider,deg-15,deg15,H,True
1558,100,banana,spider,deg15,deg-15,H,True
1060,100,apple,snake,deg15,deg-15,H,True
997,0,snake,apple,deg15,deg-15,G,True
1770,0,spider,banana,deg-15,deg15,H,True
1100,0,spider,apple,deg-15,deg15,H,True
1066,25,banana,spider,deg-15,deg15,G,False
853,50,banana,snake,deg15,deg-15,H,True
1060,100,apple,spider,deg15,deg-15,H,True
1319,0,apple,spider,deg15,deg-15,H,True
888,0,snake,apple,deg15,deg-15,G,True
711,25,spider,banana,deg15,deg-15,G,True
816,0,apple,spider,deg15,deg-15,H,True
1066,25,apple,snake,deg15,deg-15,H,True
1170,50,spider,apple,deg-15,deg15,H,False
852,100,spider,banana,deg15,deg-15,G,True
707,0,snake,banana,deg15,deg-15,G,True
1097,100,banana,snake,deg15,deg-15,H,True
995,50,banana,spider,deg-15,deg15,H,True
1135,0,spider,apple,deg-15,deg15,G,True
746,50,spider,banana,deg-15,deg15,G,True
1026,0,apple,snake,deg-15,deg15,G,True
676,25,snake,banana,deg15,deg-15,G,True
712,100,snake,apple,deg-15,deg15,G,True
922,0,spider,banana,deg15,deg-15,G,True
1382,50,banana,spider,deg15,deg-15,H,True
996,25,spider,apple,deg15,deg-15,G,True
925,0,snake,banana,deg-15,deg15,G,True
802,100,snake,apple,deg-15,deg15,G,True
1422,0,snake,apple,deg15,deg-15,G,True
1178,100,banana,snake,deg15,deg-15,H,True
1352,25,spider,banana,deg-15,deg15,G,True
1133,25,spider,apple,deg-15,deg15,G,True
963,50,banana,spider,deg-15,deg15,H,True
2772,50,spider,banana,deg-15,deg15,G,True
2661,50,snake,banana,deg15,deg-15,G,True
2520,50,apple,snake,deg15,deg-15,H,True
1136,25,spider,apple,deg15,deg-15,G,True
