DecisionTimeMs,DelayMs,StimType1st,StimType2nd,StimPos1st,StimPos2nd,KeyPressed,Correct
546,100,snake,banana,deg15,deg-15,Right,True
580,25,banana,snake,deg-15,deg15,Right,False
1364,0,banana,snake,deg15,deg-15,Right,True
774,50,snake,banana,deg15,deg-15,Right,True
549,50,spider,banana,deg15,deg-15,Right,True
549,100,apple,spider,deg-15,deg15,Left,True
580,50,spider,banana,deg15,deg-15,Right,True
1016,50,apple,spider,deg15,deg-15,Right,True
890,0,spider,apple,deg-15,deg15,Right,True
1236,50,apple,snake,deg15,deg-15,Left,False
873,0,spider,banana,deg-15,deg15,Right,True
600,25,spider,apple,deg-15,deg15,Left,True
598,25,snake,banana,deg-15,deg15,Left,True
602,25,snake,apple,deg15,deg-15,Right,True
562,0,spider,banana,deg15,deg-15,Right,True
767,50,snake,apple,deg-15,deg15,Left,True
674,50,apple,snake,deg15,deg-15,Left,False
892,25,snake,banana,deg15,deg-15,Right,True
872,25,snake,apple,deg-15,deg15,Left,True
690,25,apple,snake,deg15,deg-15,Left,False
911,50,snake,banana,deg15,deg-15,Right,True
732,25,spider,apple,deg15,deg-15,Right,True
600,100,banana,spider,deg-15,deg15,Left,True
820,50,banana,snake,deg-15,deg15,Left,True
1004,50,spider,banana,deg15,deg-15,Right,True
580,100,snake,banana,deg-15,deg15,Left,True
527,50,spider,banana,deg-15,deg15,Left,True
1000,50,banana,spider,deg15,deg-15,Left,False
764,25,spider,apple,deg15,deg-15,Right,True
620,25,snake,apple,deg-15,deg15,Left,True
562,50,spider,apple,deg-15,deg15,Left,True
1167,0,apple,snake,deg15,deg-15,Right,True
711,100,snake,banana,deg-15,deg15,Left,True
1020,50,snake,banana,deg15,deg-15,Right,True
547,25,spider,banana,deg-15,deg15,Left,True
620,50,banana,snake,deg-15,deg15,Left,True
787,0,banana,snake,deg-15,deg15,Right,True
675,100,banana,spider,deg15,deg-15,Right,True
619,50,snake,banana,deg15,deg-15,Right,True
662,0,banana,spider,deg-15,deg15,Right,True
528,100,snake,banana,deg-15,deg15,Left,True
529,25,spider,apple,deg-15,deg15,Left,True
528,100,snake,banana,deg15,deg-15,Right,True
456,50,spider,apple,deg15,deg-15,Right,True
435,25,banana,snake,deg-15,deg15,Right,False
568,50,banana,spider,deg15,deg-15,Left,False
730,50,spider,banana,deg15,deg-15,Right,True
1492,50,apple,spider,deg-15,deg15,Right,False
510,100,banana,spider,deg15,deg-15,Right,True
824,25,apple,snake,deg15,deg-15,Left,False
638,0,snake,banana,deg-15,deg15,Right,True
495,0,snake,banana,deg15,deg-15,Right,True
674,100,banana,spider,deg-15,deg15,Left,True
582,100,snake,banana,deg15,deg-15,Right,True
692,50,snake,banana,deg15,deg-15,Right,True
599,100,snake,apple,deg15,deg-15,Right,True
1441,25,banana,snake,deg15,deg-15,Right,True
580,0,spider,apple,deg15,deg-15,Right,True
527,100,spider,apple,deg15,deg-15,Right,True
511,100,spider,apple,deg15,deg-15,Right,True
747,0,apple,spider,deg-15,deg15,Right,True
455,50,snake,banana,deg15,deg-15,Right,True
476,0,apple,spider,deg-15,deg15,Right,True
1022,25,banana,snake,deg15,deg-15,Right,True
672,100,banana,spider,deg-15,deg15,Left,True
510,100,snake,banana,deg15,deg-15,Right,True
478,100,spider,banana,deg15,deg-15,Right,True
530,100,apple,spider,deg-15,deg15,Left,True
695,25,snake,banana,deg-15,deg15,Left,True
508,100,banana,spider,deg15,deg-15,Right,True
587,50,apple,snake,deg15,deg-15,Right,True
822,25,snake,apple,deg15,deg-15,Right,True
581,100,apple,spider,deg-15,deg15,Left,True
1188,50,apple,snake,deg15,deg-15,Right,True
586,100,apple,snake,deg15,deg-15,Right,True
493,50,apple,spider,deg15,deg-15,Right,True
584,25,snake,banana,deg-15,deg15,Left,True
562,0,snake,banana,deg-15,deg15,Left,True
510,25,apple,snake,deg-15,deg15,Right,False
547,100,banana,snake,deg15,deg-15,Right,True
525,100,spider,apple,deg-15,deg15,Left,True
763,0,spider,apple,deg-15,deg15,Left,True
981,50,banana,snake,deg15,deg-15,Right,True
674,100,banana,spider,deg-15,deg15,Left,True
1488,50,apple,snake,deg-15,deg15,Right,False
1416,50,apple,spider,deg-15,deg15,Left,True
2054,25,snake,banana,deg-15,deg15,Left,True
853,100,snake,apple,deg-15,deg15,Left,True
